"subject" "activity" "variable" "mean.value."
14 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.473882071666667
14 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.222431794690476
14 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.334126221428571
14 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.151299835619048
14 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.234023031571429
14 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.70987053452381
15 "LAYING" "tBodyAcc-mean()-X" 0.274038007986111
15 "LAYING" "tBodyAcc-mean()-Y" -0.0216553835833333
15 "LAYING" "tBodyAcc-mean()-Z" -0.104256776291667
15 "LAYING" "tGravityAcc-mean()-X" -0.391564962777778
15 "LAYING" "tGravityAcc-mean()-Y" 0.438434067361111
15 "LAYING" "tGravityAcc-mean()-Z" 0.918782825277778
15 "LAYING" "tBodyAccJerk-mean()-X" 0.0831787608333333
15 "LAYING" "tBodyAccJerk-mean()-Y" 0.01535144005125
15 "LAYING" "tBodyAccJerk-mean()-Z" -0.00628235060277778
15 "LAYING" "tBodyGyro-mean()-X" -0.0113399724663889
15 "LAYING" "tBodyGyro-mean()-Y" -0.105052917
15 "LAYING" "tBodyGyro-mean()-Z" 0.111078594708333
15 "LAYING" "tBodyGyroJerk-mean()-X" -0.102024922819444
15 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0372449750569444
15 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0621991626111111
15 "LAYING" "tBodyAccMag-mean()" -0.962959196805556
15 "LAYING" "tGravityAccMag-mean()" -0.962959196805556
15 "LAYING" "tBodyAccJerkMag-mean()" -0.987010197361111
15 "LAYING" "tBodyGyroMag-mean()" -0.949418000972222
15 "LAYING" "tBodyGyroJerkMag-mean()" -0.984557478611111
15 "LAYING" "fBodyAcc-mean()-X" -0.970037238333333
15 "LAYING" "fBodyAcc-mean()-Y" -0.982072295833333
15 "LAYING" "fBodyAcc-mean()-Z" -0.977515213888889
15 "LAYING" "fBodyAcc-meanFreq()-X" -0.424151160897222
15 "LAYING" "fBodyAcc-meanFreq()-Y" 0.0637688819034028
15 "LAYING" "fBodyAcc-meanFreq()-Z" 0.298416658291667
15 "LAYING" "fBodyAccJerk-mean()-X" -0.986204659166667
15 "LAYING" "fBodyAccJerk-mean()-Y" -0.988230264166667
15 "LAYING" "fBodyAccJerk-mean()-Z" -0.982415511805556
15 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.206066869445833
15 "LAYING" "fBodyAccJerk-meanFreq()-Y" 0.0982745766404167
15 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.230107945944444
15 "LAYING" "fBodyGyro-mean()-X" -0.979676078055556
15 "LAYING" "fBodyGyro-mean()-Y" -0.96846913625
15 "LAYING" "fBodyGyro-mean()-Z" -0.984238807777778
15 "LAYING" "fBodyGyro-meanFreq()-X" 0.13145543361875
15 "LAYING" "fBodyGyro-meanFreq()-Y" -0.1472313939875
15 "LAYING" "fBodyGyro-meanFreq()-Z" 0.289184530733333
15 "LAYING" "fBodyAccMag-mean()" -0.967747053194444
15 "LAYING" "fBodyAccMag-meanFreq()" 0.0359321171277778
15 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.985905703888889
15 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.338094710990278
15 "LAYING" "fBodyBodyGyroMag-mean()" -0.966239347916667
15 "LAYING" "fBodyBodyGyroMag-meanFreq()" 0.102453271218056
15 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.981846854305556
15 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.225885068995833
15 "LAYING" "tBodyAcc-std()-X" -0.956756363194444
15 "LAYING" "tBodyAcc-std()-Y" -0.976309827361111
15 "LAYING" "tBodyAcc-std()-Z" -0.973223495416667
15 "LAYING" "tGravityAcc-std()-X" -0.947948758194444
15 "LAYING" "tGravityAcc-std()-Y" -0.982794562916667
15 "LAYING" "tGravityAcc-std()-Z" -0.976780462083333
15 "LAYING" "tBodyAccJerk-std()-X" -0.986360446805556
15 "LAYING" "tBodyAccJerk-std()-Y" -0.988611616666667
15 "LAYING" "tBodyAccJerk-std()-Z" -0.984663476666667
15 "LAYING" "tBodyGyro-std()-X" -0.981849400972222
15 "LAYING" "tBodyGyro-std()-Y" -0.959195236388889
15 "LAYING" "tBodyGyro-std()-Z" -0.983920132638889
15 "LAYING" "tBodyGyroJerk-std()-X" -0.985027850416667
15 "LAYING" "tBodyGyroJerk-std()-Y" -0.979427763472222
15 "LAYING" "tBodyGyroJerk-std()-Z" -0.994908984861111
15 "LAYING" "tBodyAccMag-std()" -0.957871990555555
15 "LAYING" "tGravityAccMag-std()" -0.957871990555555
15 "LAYING" "tBodyAccJerkMag-std()" -0.986685651527778
15 "LAYING" "tBodyGyroMag-std()" -0.957227585972222
15 "LAYING" "tBodyGyroJerkMag-std()" -0.981314831666667
15 "LAYING" "fBodyAcc-std()-X" -0.952410957638889
15 "LAYING" "fBodyAcc-std()-Y" -0.974304149166667
15 "LAYING" "fBodyAcc-std()-Z" -0.972261283055556
15 "LAYING" "fBodyAccJerk-std()-X" -0.987840852638889
15 "LAYING" "fBodyAccJerk-std()-Y" -0.989995616944444
15 "LAYING" "fBodyAccJerk-std()-Z" -0.985502011944444
15 "LAYING" "fBodyGyro-std()-X" -0.982665212638889
15 "LAYING" "fBodyGyro-std()-Y" -0.954997309583333
15 "LAYING" "fBodyGyro-std()-Z" -0.98531784125
15 "LAYING" "fBodyAccMag-std()" -0.958465695416667
15 "LAYING" "fBodyBodyAccJerkMag-std()" -0.986540200694444
15 "LAYING" "fBodyBodyGyroMag-std()" -0.959025538194444
15 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.98158514125
15 "SITTING" "tBodyAcc-mean()-X" 0.273351251617647
15 "SITTING" "tBodyAcc-mean()-Y" -0.0133945015676471
15 "SITTING" "tBodyAcc-mean()-Z" -0.103808679294118
15 "SITTING" "tGravityAcc-mean()-X" 0.936509242941176
15 "SITTING" "tGravityAcc-mean()-Y" 0.1217510625
15 "SITTING" "tGravityAcc-mean()-Z" 0.0630111556279412
15 "SITTING" "tBodyAccJerk-mean()-X" 0.0770022352205882
15 "SITTING" "tBodyAccJerk-mean()-Y" 0.0101351394211029
15 "SITTING" "tBodyAccJerk-mean()-Z" -0.00148823351367647
15 "SITTING" "tBodyGyro-mean()-X" -0.0472583464367647
15 "SITTING" "tBodyGyro-mean()-Y" -0.0684325551029412
15 "SITTING" "tBodyGyro-mean()-Z" 0.0645673209117647
15 "SITTING" "tBodyGyroJerk-mean()-X" -0.0967422192647059
15 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0434602554691176
15 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0485561086867647
15 "SITTING" "tBodyAccMag-mean()" -0.944080772941176
15 "SITTING" "tGravityAccMag-mean()" -0.944080772941176
15 "SITTING" "tBodyAccJerkMag-mean()" -0.982375503382353
15 "SITTING" "tBodyGyroMag-mean()" -0.936593426911765
15 "SITTING" "tBodyGyroJerkMag-mean()" -0.986514066029412
15 "SITTING" "fBodyAcc-mean()-X" -0.986325670882353
15 "SITTING" "fBodyAcc-mean()-Y" -0.953460406470588
15 "SITTING" "fBodyAcc-mean()-Z" -0.942031166764706
15 "SITTING" "fBodyAcc-meanFreq()-X" 0.0459466909620588
15 "SITTING" "fBodyAcc-meanFreq()-Y" 0.130083858026471
15 "SITTING" "fBodyAcc-meanFreq()-Z" 0.0837341059411765
15 "SITTING" "fBodyAccJerk-mean()-X" -0.984550863529412
15 "SITTING" "fBodyAccJerk-mean()-Y" -0.978136218235294
15 "SITTING" "fBodyAccJerk-mean()-Z" -0.972656226029412
15 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.285643525808824
15 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0438597429455882
15 "SITTING" "fBodyAccJerk-meanFreq()-Z" 0.0323132713205882
15 "SITTING" "fBodyGyro-mean()-X" -0.977149986617647
15 "SITTING" "fBodyGyro-mean()-Y" -0.957920288823529
15 "SITTING" "fBodyGyro-mean()-Z" -0.965428833529412
15 "SITTING" "fBodyGyro-meanFreq()-X" 0.0704401990367647
15 "SITTING" "fBodyGyro-meanFreq()-Y" -0.0826203849176471
15 "SITTING" "fBodyGyro-meanFreq()-Z" 0.137545517458824
15 "SITTING" "fBodyAccMag-mean()" -0.945837830147059
15 "SITTING" "fBodyAccMag-meanFreq()" 0.162284907683824
15 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.974121466764706
15 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.199533745057059
15 "SITTING" "fBodyBodyGyroMag-mean()" -0.952293277205882
15 "SITTING" "fBodyBodyGyroMag-meanFreq()" 0.125456560348529
15 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.980707211470588
15 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0531832551514706
15 "SITTING" "tBodyAcc-std()-X" -0.987607636617647
15 "SITTING" "tBodyAcc-std()-Y" -0.934933559264706
15 "SITTING" "tBodyAcc-std()-Z" -0.905584390323529
15 "SITTING" "tGravityAcc-std()-X" -0.984536722205882
15 "SITTING" "tGravityAcc-std()-Y" -0.960917426323529
15 "SITTING" "tGravityAcc-std()-Z" -0.923953600294118
15 "SITTING" "tBodyAccJerk-std()-X" -0.984561803823529
15 "SITTING" "tBodyAccJerk-std()-Y" -0.978045837794118
15 "SITTING" "tBodyAccJerk-std()-Z" -0.975978995
15 "SITTING" "tBodyGyro-std()-X" -0.980363734264706
15 "SITTING" "tBodyGyro-std()-Y" -0.948109526029412
15 "SITTING" "tBodyGyro-std()-Z" -0.9597186325
15 "SITTING" "tBodyGyroJerk-std()-X" -0.987084633970588
15 "SITTING" "tBodyGyroJerk-std()-Y" -0.980727445294118
15 "SITTING" "tBodyGyroJerk-std()-Z" -0.988130142058824
15 "SITTING" "tBodyAccMag-std()" -0.924963263235294
15 "SITTING" "tGravityAccMag-std()" -0.924963263235294
15 "SITTING" "tBodyAccJerkMag-std()" -0.973668776323529
15 "SITTING" "tBodyGyroMag-std()" -0.937006097352941
15 "SITTING" "tBodyGyroJerkMag-std()" -0.979226997941177
15 "SITTING" "fBodyAcc-std()-X" -0.988345258235294
15 "SITTING" "fBodyAcc-std()-Y" -0.930781487205882
15 "SITTING" "fBodyAcc-std()-Z" -0.896125263911765
15 "SITTING" "fBodyAccJerk-std()-X" -0.986019630441176
15 "SITTING" "fBodyAccJerk-std()-Y" -0.979564696911765
15 "SITTING" "fBodyAccJerk-std()-Z" -0.977936447205882
15 "SITTING" "fBodyGyro-std()-X" -0.981523241176471
15 "SITTING" "fBodyGyro-std()-Y" -0.943733421029412
15 "SITTING" "fBodyGyro-std()-Z" -0.961914054264706
15 "SITTING" "fBodyAccMag-std()" -0.927090118382353
15 "SITTING" "fBodyBodyAccJerkMag-std()" -0.972117016617647
15 "SITTING" "fBodyBodyGyroMag-std()" -0.938680776617647
15 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.978499038088235
15 "STANDING" "tBodyAcc-mean()-X" 0.277899323235294
15 "STANDING" "tBodyAcc-mean()-Y" -0.0177475547867647
15 "STANDING" "tBodyAcc-mean()-Z" -0.1105970177575
15 "STANDING" "tGravityAcc-mean()-X" 0.919857125882353
15 "STANDING" "tGravityAcc-mean()-Y" -0.117401359697059
15 "STANDING" "tGravityAcc-mean()-Z" -0.223631180906765
15 "STANDING" "tBodyAccJerk-mean()-X" 0.0750206478676471
15 "STANDING" "tBodyAccJerk-mean()-Y" 0.0105861517936765
15 "STANDING" "tBodyAccJerk-mean()-Z" -0.00529260911370588
15 "STANDING" "tBodyGyro-mean()-X" -0.0327397745133823
15 "STANDING" "tBodyGyro-mean()-Y" -0.0652264793213235
15 "STANDING" "tBodyGyro-mean()-Z" 0.0816888999117647
15 "STANDING" "tBodyGyroJerk-mean()-X" -0.0981481050441177
15 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0416774165735294
15 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0548226277867647
15 "STANDING" "tBodyAccMag-mean()" -0.957212267058824
15 "STANDING" "tGravityAccMag-mean()" -0.957212267058824
15 "STANDING" "tBodyAccJerkMag-mean()" -0.978671485441176
15 "STANDING" "tBodyGyroMag-mean()" -0.938430293382353
15 "STANDING" "tBodyGyroJerkMag-mean()" -0.9763992525
15 "STANDING" "fBodyAcc-mean()-X" -0.983627197058824
15 "STANDING" "fBodyAcc-mean()-Y" -0.962831825294118
15 "STANDING" "fBodyAcc-mean()-Z" -0.945170568823529
15 "STANDING" "fBodyAcc-meanFreq()-X" -0.00428156514117647
15 "STANDING" "fBodyAcc-meanFreq()-Y" 0.00252026687779412
15 "STANDING" "fBodyAcc-meanFreq()-Z" -0.00225195262220588
15 "STANDING" "fBodyAccJerk-mean()-X" -0.983283252058823
15 "STANDING" "fBodyAccJerk-mean()-Y" -0.975176561617647
15 "STANDING" "fBodyAccJerk-mean()-Z" -0.969610229705882
15 "STANDING" "fBodyAccJerk-meanFreq()-X" 0.201179907463235
15 "STANDING" "fBodyAccJerk-meanFreq()-Y" -0.0878295931260294
15 "STANDING" "fBodyAccJerk-meanFreq()-Z" -0.0988283243558824
15 "STANDING" "fBodyGyro-mean()-X" -0.947510436323529
15 "STANDING" "fBodyGyro-mean()-Y" -0.952781164558824
15 "STANDING" "fBodyGyro-mean()-Z" -0.967939565
15 "STANDING" "fBodyGyro-meanFreq()-X" -0.291595924892647
15 "STANDING" "fBodyGyro-meanFreq()-Y" -0.197834986461765
15 "STANDING" "fBodyGyro-meanFreq()-Z" -0.163986972797059
15 "STANDING" "fBodyAccMag-mean()" -0.957986177058823
15 "STANDING" "fBodyAccMag-meanFreq()" 0.0611889890617647
15 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.973798155735294
15 "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.261655799526471
15 "STANDING" "fBodyBodyGyroMag-mean()" -0.944583829705882
15 "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.121999620029412
15 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.972598810882353
15 "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.128376237985294
15 "STANDING" "tBodyAcc-std()-X" -0.985421519558824
15 "STANDING" "tBodyAcc-std()-Y" -0.9584444925
15 "STANDING" "tBodyAcc-std()-Z" -0.929409745147059
15 "STANDING" "tGravityAcc-std()-X" -0.984610385
15 "STANDING" "tGravityAcc-std()-Y" -0.984818648823529
15 "STANDING" "tGravityAcc-std()-Z" -0.947199734411765
15 "STANDING" "tBodyAccJerk-std()-X" -0.983141958970588
15 "STANDING" "tBodyAccJerk-std()-Y" -0.975219983676471
15 "STANDING" "tBodyAccJerk-std()-Z" -0.973595215441176
15 "STANDING" "tBodyGyro-std()-X" -0.942011240294118
15 "STANDING" "tBodyGyro-std()-Y" -0.948074760882353
15 "STANDING" "tBodyGyro-std()-Z" -0.962389689411765
15 "STANDING" "tBodyGyroJerk-std()-X" -0.972770702058824
15 "STANDING" "tBodyGyroJerk-std()-Y" -0.972509523235294
15 "STANDING" "tBodyGyroJerk-std()-Z" -0.984654516470588
15 "STANDING" "tBodyAccMag-std()" -0.9516698575
15 "STANDING" "tGravityAccMag-std()" -0.9516698575
15 "STANDING" "tBodyAccJerkMag-std()" -0.974811528235294
15 "STANDING" "tBodyGyroMag-std()" -0.923796565588235
15 "STANDING" "tBodyGyroJerkMag-std()" -0.972387365294118
15 "STANDING" "fBodyAcc-std()-X" -0.986333385588235
15 "STANDING" "fBodyAcc-std()-Y" -0.958042411176471
15 "STANDING" "fBodyAcc-std()-Z" -0.926110099117647
15 "STANDING" "fBodyAccJerk-std()-X" -0.984531642205882
15 "STANDING" "fBodyAccJerk-std()-Y" -0.977157997794118
15 "STANDING" "fBodyAccJerk-std()-Z" -0.976241315882353
15 "STANDING" "fBodyGyro-std()-X" -0.941698515588235
15 "STANDING" "fBodyGyro-std()-Y" -0.945871186029412
15 "STANDING" "fBodyGyro-std()-Z" -0.9642499225
15 "STANDING" "fBodyAccMag-std()" -0.955291356470588
15 "STANDING" "fBodyBodyAccJerkMag-std()" -0.9750536875
15 "STANDING" "fBodyBodyGyroMag-std()" -0.924805421470588
15 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.973849691470588
15 "WALKING" "tBodyAcc-mean()-X" 0.273211884237288
15 "WALKING" "tBodyAcc-mean()-Y" -0.0183618711932203
15 "WALKING" "tBodyAcc-mean()-Z" -0.113382994084746
15 "WALKING" "tGravityAcc-mean()-X" 0.939809688644068
15 "WALKING" "tGravityAcc-mean()-Y" -0.16176137
15 "WALKING" "tGravityAcc-mean()-Z" -0.160763360338983
15 "WALKING" "tBodyAccJerk-mean()-X" 0.0987319085964407
15 "WALKING" "tBodyAccJerk-mean()-Y" 0.0148955926864407
15 "WALKING" "tBodyAccJerk-mean()-Z" -0.00190810641525424
15 "WALKING" "tBodyGyro-mean()-X" -0.0631156870355932
15 "WALKING" "tBodyGyro-mean()-Y" -0.0640197920966102
15 "WALKING" "tBodyGyro-mean()-Z" 0.10770045065339
15 "WALKING" "tBodyGyroJerk-mean()-X" -0.0578128239067797
15 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0516704755661017
15 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0903002524369492
15 "WALKING" "tBodyAccMag-mean()" -0.0988770198220339
15 "WALKING" "tGravityAccMag-mean()" -0.0988770198220339
15 "WALKING" "tBodyAccJerkMag-mean()" -0.0670819655881356
15 "WALKING" "tBodyGyroMag-mean()" -0.0120968259523729
15 "WALKING" "tBodyGyroJerkMag-mean()" 0.0115305410508475
15 "WALKING" "fBodyAcc-mean()-X" -0.275404187920339
15 "WALKING" "fBodyAcc-mean()-Y" -0.0724367317966102
15 "WALKING" "fBodyAcc-mean()-Z" 0.0814081078542373
15 "WALKING" "fBodyAcc-meanFreq()-X" -0.271218699661017
15 "WALKING" "fBodyAcc-meanFreq()-Y" 0.107804588864407
15 "WALKING" "fBodyAcc-meanFreq()-Z" 0.121798905935593
15 "WALKING" "fBodyAccJerk-mean()-X" -0.290410454881356
15 "WALKING" "fBodyAccJerk-mean()-Y" -0.155488720747458
15 "WALKING" "fBodyAccJerk-mean()-Z" -0.0572021324745763
15 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.269875748525424
15 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.278843950576271
15 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.366737656932203
15 "WALKING" "fBodyGyro-mean()-X" -0.337619203050847
15 "WALKING" "fBodyGyro-mean()-Y" 0.195569461920339
15 "WALKING" "fBodyGyro-mean()-Z" -0.194970369294915
15 "WALKING" "fBodyGyro-meanFreq()-X" -0.00734779774576271
15 "WALKING" "fBodyGyro-meanFreq()-Y" 0.166489215586441
15 "WALKING" "fBodyGyro-meanFreq()-Z" -0.0544726683728814
15 "WALKING" "fBodyAccMag-mean()" -0.0942606311677966
15 "WALKING" "fBodyAccMag-meanFreq()" 0.281811709254237
15 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.0180705701559322
15 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.15173584590678
15 "WALKING" "fBodyBodyGyroMag-mean()" 0.185078207383051
15 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.409521611525424
15 "WALKING" "fBodyBodyGyroJerkMag-mean()" 0.146618569064407
15 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.176693448469492
15 "WALKING" "tBodyAcc-std()-X" -0.313521773389831
15 "WALKING" "tBodyAcc-std()-Y" -0.119020586510678
15 "WALKING" "tBodyAcc-std()-Z" 0.164220685383051
15 "WALKING" "tGravityAcc-std()-X" -0.977230903898305
15 "WALKING" "tGravityAcc-std()-Y" -0.966550706949153
15 "WALKING" "tGravityAcc-std()-Z" -0.932981341864407
15 "WALKING" "tBodyAccJerk-std()-X" -0.229328122305085
15 "WALKING" "tBodyAccJerk-std()-Y" -0.0805017337711864
15 "WALKING" "tBodyAccJerk-std()-Z" -0.0293115056033898
15 "WALKING" "tBodyGyro-std()-X" -0.494322648644068
15 "WALKING" "tBodyGyro-std()-Y" 0.25945722920339
15 "WALKING" "tBodyGyro-std()-Z" -0.209634887972881
15 "WALKING" "tBodyGyroJerk-std()-X" -0.363969434576271
15 "WALKING" "tBodyGyroJerk-std()-Y" 0.295945926186441
15 "WALKING" "tBodyGyroJerk-std()-Z" -0.374456768135593
15 "WALKING" "tBodyAccMag-std()" -0.209989354570847
15 "WALKING" "tGravityAccMag-std()" -0.209989354570847
15 "WALKING" "tBodyAccJerkMag-std()" -0.0268194363050847
15 "WALKING" "tBodyGyroMag-std()" 0.163346451623729
15 "WALKING" "tBodyGyroJerkMag-std()" 0.250173204117966
15 "WALKING" "fBodyAcc-std()-X" -0.329807279830508
15 "WALKING" "fBodyAcc-std()-Y" -0.202524061966102
15 "WALKING" "fBodyAcc-std()-Z" 0.1161434407
15 "WALKING" "fBodyAccJerk-std()-X" -0.235172990305085
15 "WALKING" "fBodyAccJerk-std()-Y" -0.0609753095355932
15 "WALKING" "fBodyAccJerk-std()-Z" -0.00623647528983051
15 "WALKING" "fBodyGyro-std()-X" -0.545051691694915
15 "WALKING" "fBodyGyro-std()-Y" 0.286581518449153
15 "WALKING" "fBodyGyro-std()-Z" -0.287820868152542
15 "WALKING" "fBodyAccMag-std()" -0.407577515762712
15 "WALKING" "fBodyBodyAccJerkMag-std()" -0.0457372334118644
15 "WALKING" "fBodyBodyGyroMag-std()" -0.061476584759322
15 "WALKING" "fBodyBodyGyroJerkMag-std()" 0.287834616098305
15 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.289897411148148
15 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0162111457238889
15 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.0988123712574074
15 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.923711401296296
15 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.110028841648148
15 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.153671532259259
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0578010605648148
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0375005150740741
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.000982717101851849
15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0578230190203704
15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0853077464277778
15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0953602497222222
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.117725824412963
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0352891614740741
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0293255016148148
15 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.127211137694444
15 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.127211137694444
15 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" 0.112982475627778
15 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" 0.0390915481555556
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.0463117766203704
15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.205428216353704
15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.0959432893981482
15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" 0.280518877574074
15 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.23469362537037
15 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0130298524666667
15 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.178520969805556
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" 0.201542909494444
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.0724504562777778
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" 0.157775692377778
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.210126610722222
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.181909200418519
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.179004310844444
15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.214730713222222
15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" 0.328817010088889
15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.141266888477778
15 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" 0.0216333667314815
15 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" 0.0881284260055556
15 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.060331719512963
15 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.364829993351852
15 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.167846645746296
15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.335009724333333
15 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0579874222987037
15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" 0.150825734842593
15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.402651090185185
15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" 0.0746754643666667
15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.221849483707407
15 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0441392843425926
15 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.10825903416963
15 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.229898742944444
15 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.950790837407407
15 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.93901254962963
15 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.905888257592593
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" 0.198947061775926
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.0883301225796296
15 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" 0.0310157077775926
15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.416133032777778
15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" 0.213825552277778
15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.208702488240741
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.32301569962963
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" 0.146650121972222
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.36786963962963
15 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.230363964351852
15 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.230363964351852
15 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.292087200087037
15 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" 0.0539972903222222
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" 0.0594908483888889
